"key","type","code"
"5490102402890152399","IDENTIFIER","service"
"5490102402890152400","<operator>.sizeOf","sizeof(service)"
"5490102402890152401","IDENTIFIER","service"
"5490102402890152402","BLOCK",""
"5490102402890152403","CONTROL_STRUCTURE","break;"
"5490102402890152404","CONTROL_STRUCTURE","if (SOCKET_ERROR == listen(listenSocket, LISTEN_BACKLOG))"
"5490102402890152405","<operator>.equals","SOCKET_ERROR == listen(listenSocket, LISTEN_BACKLOG)"
"5490102402890152406","IDENTIFIER","SOCKET_ERROR"
"5490102402890152407","listen","listen(listenSocket, LISTEN_BACKLOG)"
"5490102402890152408","IDENTIFIER","listenSocket"
"5490102402890152409","IDENTIFIER","LISTEN_BACKLOG"
"5490102402890152410","BLOCK",""
"5490102402890152411","CONTROL_STRUCTURE","break;"
"5490102402890152412","<operator>.assignment","acceptSocket = accept(listenSocket, NULL, NULL)"
"5490102402890152413","IDENTIFIER","acceptSocket"
"5490102402890152414","accept","accept(listenSocket, NULL, NULL)"
"5490102402890152415","IDENTIFIER","listenSocket"
"5490102402890152416","IDENTIFIER","NULL"
"5490102402890152417","IDENTIFIER","NULL"
"5490102402890152418","CONTROL_STRUCTURE","if (acceptSocket == INVALID_SOCKET)"
"5490102402890152419","<operator>.equals","acceptSocket == INVALID_SOCKET"
"5490102402890152420","IDENTIFIER","acceptSocket"
"5490102402890152421","IDENTIFIER","INVALID_SOCKET"
"5490102402890152422","BLOCK",""
"5490102402890152423","CONTROL_STRUCTURE","break;"
"5490102402890152424","<operator>.assignment","recvResult = recv(acceptSocket, data, 100 - 1, 0)"
"5490102402890152425","IDENTIFIER","recvResult"
"5490102402890152426","recv","recv(acceptSocket, data, 100 - 1, 0)"
"5490102402890152427","IDENTIFIER","acceptSocket"
"5490102402890152428","IDENTIFIER","data"
"5490102402890152429","<operator>.subtraction","100 - 1"
"5490102402890152430","LITERAL","100"
"5490102402890152431","LITERAL","1"
"5490102402890152432","LITERAL","0"
"5490102402890152433","CONTROL_STRUCTURE","if (recvResult == SOCKET_ERROR || recvResult == 0)"
"5490102402890152434","<operator>.logicalOr","recvResult == SOCKET_ERROR || recvResult == 0"
"5490102402890152435","<operator>.equals","recvResult == SOCKET_ERROR"
"5490102402890152436","IDENTIFIER","recvResult"
"5490102402890152437","IDENTIFIER","SOCKET_ERROR"
"5490102402890152438","<operator>.equals","recvResult == 0"
"5490102402890152439","IDENTIFIER","recvResult"
"5490102402890152440","LITERAL","0"
"5490102402890152441","BLOCK",""
"5490102402890152442","CONTROL_STRUCTURE","break;"
"5490102402890152443","<operator>.assignment","data[recvResult] = '\0'"
"5490102402890152444","<operator>.indirectIndexAccess","data[recvResult]"
"5490102402890152445","IDENTIFIER","data"
"5490102402890152446","IDENTIFIER","recvResult"
"5490102402890152447","LITERAL","'\0'"
"5490102402890152448","LITERAL","0"
"5490102402890152449","CONTROL_STRUCTURE","if (acceptSocket != INVALID_SOCKET)"
"5490102402890152450","<operator>.notEquals","acceptSocket != INVALID_SOCKET"
"5490102402890152451","IDENTIFIER","acceptSocket"
"5490102402890152452","IDENTIFIER","INVALID_SOCKET"
"5490102402890152453","BLOCK",""
"5490102402890152454","closesocket","closesocket(acceptSocket)"
"5490102402890152455","IDENTIFIER","acceptSocket"
"5490102402890152456","CONTROL_STRUCTURE","if (listenSocket != INVALID_SOCKET)"
"5490102402890152457","<operator>.notEquals","listenSocket != INVALID_SOCKET"
"5490102402890152458","IDENTIFIER","listenSocket"
"5490102402890152459","IDENTIFIER","INVALID_SOCKET"
"5490102402890152460","BLOCK",""
"5490102402890152461","closesocket","closesocket(listenSocket)"
"5490102402890152462","IDENTIFIER","listenSocket"
"5490102402890152463","CONTROL_STRUCTURE","if (wsaDataInit)"
"5490102402890152464","IDENTIFIER","wsaDataInit"
"5490102402890152465","BLOCK",""
"5490102402890152466","WSACleanup","WSACleanup()"
"5490102402890152467","CWE15_External_Control_of_System_or_Configuration_Setting__w32_64b_badSink","CWE15_External_Control_of_System_or_Configuration_Setting__w32_64b_badSink(&data)"
"5490102402890152468","<operator>.addressOf","&data"
"5490102402890152469","IDENTIFIER","data"
"5490102402890152470","METHOD_RETURN","void"
"5490102402890152475","METHOD","goodG2B"
"5490102402890152476","BLOCK",""
"5490102402890152477","LOCAL","data: char *"
"5490102402890152478","LOCAL","dataBuffer: char [ 100 ]"
"5490102402890152479","<operator>.assignment","dataBuffer[100] = \""\"""
"5490102402890152480","IDENTIFIER","dataBuffer"
"5490102402890152481","LITERAL","\""\"""
"5490102402890152482","<operator>.assignment","data = dataBuffer"
"5490102402890152483","IDENTIFIER","data"
"5490102402890152484","IDENTIFIER","dataBuffer"
"5490102402890152485","strcpy","strcpy(data, \""hostname\"")"
"5490102402890152486","IDENTIFIER","data"
"5490102402890152487","LITERAL","\""hostname\"""
"5490102402890152488","CWE15_External_Control_of_System_or_Configuration_Setting__w32_64b_goodG2BSink","CWE15_External_Control_of_System_or_Configuration_Setting__w32_64b_goodG2BSink(&data)"
"5490102402890152489","<operator>.addressOf","&data"
"5490102402890152490","IDENTIFIER","data"
"5490102402890152491","METHOD_RETURN","static void"
"5490102402890152492","METHOD","CWE15_External_Control_of_System_or_Configuration_Setting__w32_64_good"
"5490102402890152493","BLOCK",""
"5490102402890152494","goodG2B","goodG2B()"
"5490102402890152495","METHOD_RETURN","void"
"5490102402890152496","METHOD","main"
"5490102402890152497","PARAM","int argc"
"5490102402890152498","PARAM","char * argv[]"
"5490102402890152499","BLOCK",""
"5490102402890152500","srand","srand( (unsigned)time(NULL) )"
"5490102402890152501","<operator>.cast","(unsigned)time(NULL)"
"5490102402890152502","UNKNOWN","unsigned"
"5490102402890152503","time","time(NULL)"
"5490102402890152504","IDENTIFIER","NULL"
"5490102402890152505","printLine","printLine(\""Calling good()...\"")"
"5490102402890152506","LITERAL","\""Calling good()...\"""
"5490102402890152507","CWE15_External_Control_of_System_or_Configuration_Setting__w32_64_good","CWE15_External_Control_of_System_or_Configuration_Setting__w32_64_good()"
"5490102402890152508","printLine","printLine(\""Finished good()\"")"
"5490102402890152509","LITERAL","\""Finished good()\"""
"5490102402890152510","printLine","printLine(\""Calling bad()...\"")"
"5490102402890152511","LITERAL","\""Calling bad()...\"""
"5490102402890152512","CWE15_External_Control_of_System_or_Configuration_Setting__w32_64_bad","CWE15_External_Control_of_System_or_Configuration_Setting__w32_64_bad()"
"5490102402890152513","printLine","printLine(\""Finished bad()\"")"
"5490102402890152514","LITERAL","\""Finished bad()\"""
"5490102402890152515","RETURN","return 0;"
"5490102402890152516","LITERAL","0"
"5490102402890152517","METHOD_RETURN","int"
"5599904450947935353","METHOD","CWE15_External_Control_of_System_or_Configuration_Setting__w32_64b_badSink"
"5599904450947935354","PARAM","void * dataVoidPtr"
"5599904450947935355","BLOCK",""
"5599904450947935356","LOCAL","dataPtr: char * *"
"5599904450947935357","<operator>.assignment","* * dataPtr = (char * *)dataVoidPtr"
"5599904450947935358","IDENTIFIER","dataPtr"
"5599904450947935359","<operator>.cast","(char * *)dataVoidPtr"
"5599904450947935360","UNKNOWN","char * *"
"5599904450947935361","IDENTIFIER","dataVoidPtr"
"5599904450947935362","LOCAL","data: char *"
"5599904450947935363","<operator>.assignment","* data = (*dataPtr)"
"5599904450947935364","IDENTIFIER","data"
"5599904450947935365","<operator>.indirection","*dataPtr"
"5599904450947935366","IDENTIFIER","dataPtr"
"5599904450947935367","CONTROL_STRUCTURE","if (!SetComputerNameA(data))"
"5599904450947935368","<operator>.logicalNot","!SetComputerNameA(data)"
"5599904450947935369","SetComputerNameA","SetComputerNameA(data)"
"5599904450947935370","IDENTIFIER","data"
"5599904450947935371","BLOCK",""
"5599904450947935372","printLine","printLine(\""Failure setting computer name\"")"
"5599904450947935373","LITERAL","\""Failure setting computer name\"""
"5599904450947935374","exit","exit(1)"
"5599904450947935375","LITERAL","1"
"5599904450947935376","METHOD_RETURN","void"
"5599904450947935377","METHOD","CWE15_External_Control_of_System_or_Configuration_Setting__w32_64b_goodG2BSink"
"5599904450947935378","PARAM","void * dataVoidPtr"
"5599904450947935379","BLOCK",""
"5599904450947935380","LOCAL","dataPtr: char * *"
"5599904450947935381","<operator>.assignment","* * dataPtr = (char * *)dataVoidPtr"
"5599904450947935382","IDENTIFIER","dataPtr"
"5599904450947935383","<operator>.cast","(char * *)dataVoidPtr"
"5599904450947935384","UNKNOWN","char * *"
"5599904450947935385","IDENTIFIER","dataVoidPtr"
"5599904450947935386","LOCAL","data: char *"
"5599904450947935387","<operator>.assignment","* data = (*dataPtr)"
"5599904450947935388","IDENTIFIER","data"
"5599904450947935389","<operator>.indirection","*dataPtr"
"5599904450947935390","IDENTIFIER","dataPtr"
"5599904450947935391","CONTROL_STRUCTURE","if (!SetComputerNameA(data))"
"5599904450947935392","<operator>.logicalNot","!SetComputerNameA(data)"
"5599904450947935393","SetComputerNameA","SetComputerNameA(data)"
"5599904450947935394","IDENTIFIER","data"
"5599904450947935395","BLOCK",""
"5599904450947935396","printLine","printLine(\""Failure setting computer name\"")"
"5599904450947935397","LITERAL","\""Failure setting computer name\"""
"5599904450947935398","exit","exit(1)"
"5599904450947935399","LITERAL","1"
"5599904450947935400","METHOD_RETURN","void"
"5709706499005718403","METHOD","CWE15_External_Control_of_System_or_Configuration_Setting__w32_65_bad"
"5709706499005718404","BLOCK",""
"5709706499005718405","LOCAL","data: char *"
"5709706499005718406","LOCAL","funcPtr: void ( * ) ( char * )"
"5709706499005718407","<operator>.assignment","(*funcPtr) (char *) = CWE15_External_Control_of_System_or_Configuration_Setting__w32_65b_badSink"
"5709706499005718408","IDENTIFIER","funcPtr"
"5709706499005718409","IDENTIFIER","CWE15_External_Control_of_System_or_Configuration_Setting__w32_65b_badSink"
"5709706499005718410","LOCAL","dataBuffer: char [ 100 ]"
"5709706499005718411","<operator>.assignment","dataBuffer[100] = \""\"""
"5709706499005718412","IDENTIFIER","dataBuffer"
"5709706499005718413","LITERAL","\""\"""
"5709706499005718414","<operator>.assignment","data = dataBuffer"
"5709706499005718415","IDENTIFIER","data"
"5709706499005718416","IDENTIFIER","dataBuffer"
"5709706499005718417","BLOCK",""
"5709706499005718418","LOCAL","wsaData: WSADATA"
"5709706499005718419","LOCAL","wsaDataInit: BOOL"
"5709706499005718420","<operator>.assignment","wsaDataInit = FALSE"
"5709706499005718421","IDENTIFIER","wsaDataInit"
"5709706499005718422","IDENTIFIER","FALSE"
"5709706499005718423","LOCAL","listenSocket: SOCKET"
"5709706499005718424","<operator>.assignment","listenSocket = INVALID_SOCKET"
"5709706499005718425","IDENTIFIER","listenSocket"
"5709706499005718426","IDENTIFIER","INVALID_SOCKET"
"5709706499005718427","LOCAL","acceptSocket: SOCKET"
"5709706499005718428","<operator>.assignment","acceptSocket = INVALID_SOCKET"
"5709706499005718429","IDENTIFIER","acceptSocket"
"5709706499005718430","IDENTIFIER","INVALID_SOCKET"
"5709706499005718431","LOCAL","service: struct sockaddr_in"
"5709706499005718432","LOCAL","recvResult: int"
"5709706499005718433","CONTROL_STRUCTURE","do"
"5709706499005718434","BLOCK",""
"5709706499005718435","CONTROL_STRUCTURE","if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)"
"5709706499005718436","<operator>.notEquals","WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR"
"5709706499005718437","WSAStartup","WSAStartup(MAKEWORD(2,2), &wsaData)"
"5709706499005718438","MAKEWORD","MAKEWORD(2,2)"
"5709706499005718439","LITERAL","2"
"5709706499005718440","LITERAL","2"
"5709706499005718441","<operator>.addressOf","&wsaData"
"5709706499005718442","IDENTIFIER","wsaData"
"5709706499005718443","IDENTIFIER","NO_ERROR"
"5709706499005718444","BLOCK",""
"5709706499005718445","CONTROL_STRUCTURE","break;"
"5709706499005718446","<operator>.assignment","wsaDataInit = 1"
"5709706499005718447","IDENTIFIER","wsaDataInit"
"5709706499005718448","LITERAL","1"
"5709706499005718449","<operator>.assignment","listenSocket = socket(PF_INET, SOCK_STREAM, 0)"
"5709706499005718450","IDENTIFIER","listenSocket"
"5709706499005718451","socket","socket(PF_INET, SOCK_STREAM, 0)"
"5709706499005718452","IDENTIFIER","PF_INET"
"5709706499005718453","IDENTIFIER","SOCK_STREAM"
"5709706499005718454","LITERAL","0"
"5709706499005718455","CONTROL_STRUCTURE","if (listenSocket == INVALID_SOCKET)"
"5709706499005718456","<operator>.equals","listenSocket == INVALID_SOCKET"
"5709706499005718457","IDENTIFIER","listenSocket"
"5709706499005718458","IDENTIFIER","INVALID_SOCKET"
"5709706499005718459","BLOCK",""
"5709706499005718460","CONTROL_STRUCTURE","break;"
"5709706499005718461","memset","memset(&service, 0, sizeof(service))"
"5709706499005718462","<operator>.addressOf","&service"
"5709706499005718463","IDENTIFIER","service"
"5709706499005718464","LITERAL","0"
"5709706499005718465","<operator>.sizeOf","sizeof(service)"
"5709706499005718466","IDENTIFIER","service"
"5709706499005718467","<operator>.assignment","service.sin_family = AF_INET"
"5709706499005718468","<operator>.fieldAccess","service.sin_family"
"5709706499005718469","IDENTIFIER","service"
"5709706499005718470","FIELD_IDENTIFIER","sin_family"
"5709706499005718471","IDENTIFIER","AF_INET"
"5709706499005718472","<operator>.assignment","service.sin_addr.s_addr = INADDR_ANY"
"5709706499005718473","<operator>.fieldAccess","service.sin_addr.s_addr"
"5709706499005718474","<operator>.fieldAccess","service.sin_addr"
"5709706499005718475","IDENTIFIER","service"
"5709706499005718476","FIELD_IDENTIFIER","sin_addr"
"5709706499005718477","FIELD_IDENTIFIER","s_addr"
"5709706499005718478","IDENTIFIER","INADDR_ANY"
"5709706499005718479","<operator>.assignment","service.sin_port = htons(LISTEN_PORT)"
"5709706499005718480","<operator>.fieldAccess","service.sin_port"
"5709706499005718481","IDENTIFIER","service"
"5709706499005718482","FIELD_IDENTIFIER","sin_port"
"5709706499005718483","htons","htons(LISTEN_PORT)"
"5709706499005718484","IDENTIFIER","LISTEN_PORT"
"5709706499005718485","CONTROL_STRUCTURE","if (SOCKET_ERROR == bind(listenSocket, (struct sockaddr*)&service, sizeof(service)))"
"5709706499005718486","<operator>.equals","SOCKET_ERROR == bind(listenSocket, (struct sockaddr*)&service, sizeof(service))"
"5709706499005718487","IDENTIFIER","SOCKET_ERROR"
"5709706499005718488","bind","bind(listenSocket, (struct sockaddr*)&service, sizeof(service))"
"5709706499005718489","IDENTIFIER","listenSocket"
"5709706499005718490","<operator>.cast","(struct sockaddr*)&service"
"5709706499005718491","UNKNOWN","struct sockaddr*"
"5709706499005718492","<operator>.addressOf","&service"
"5709706499005718493","IDENTIFIER","service"
"5709706499005718494","<operator>.sizeOf","sizeof(service)"
"5709706499005718495","IDENTIFIER","service"
"5709706499005718496","BLOCK",""
"5709706499005718497","CONTROL_STRUCTURE","break;"
"5709706499005718498","CONTROL_STRUCTURE","if (SOCKET_ERROR == listen(listenSocket, LISTEN_BACKLOG))"
"5709706499005718499","<operator>.equals","SOCKET_ERROR == listen(listenSocket, LISTEN_BACKLOG)"
"5709706499005718500","IDENTIFIER","SOCKET_ERROR"
"5709706499005718501","listen","listen(listenSocket, LISTEN_BACKLOG)"
"5709706499005718502","IDENTIFIER","listenSocket"
"5709706499005718503","IDENTIFIER","LISTEN_BACKLOG"
"5709706499005718504","BLOCK",""
"5709706499005718505","CONTROL_STRUCTURE","break;"
"5709706499005718506","<operator>.assignment","acceptSocket = accept(listenSocket, NULL, NULL)"
"5709706499005718507","IDENTIFIER","acceptSocket"
"5709706499005718508","accept","accept(listenSocket, NULL, NULL)"
"5709706499005718509","IDENTIFIER","listenSocket"
"5709706499005718510","IDENTIFIER","NULL"
"5709706499005718511","IDENTIFIER","NULL"
"5709706499005718512","CONTROL_STRUCTURE","if (acceptSocket == INVALID_SOCKET)"
"5709706499005718513","<operator>.equals","acceptSocket == INVALID_SOCKET"
"5709706499005718514","IDENTIFIER","acceptSocket"
"5709706499005718515","IDENTIFIER","INVALID_SOCKET"
"5709706499005718516","BLOCK",""
"5709706499005718517","CONTROL_STRUCTURE","break;"
"5709706499005718518","<operator>.assignment","recvResult = recv(acceptSocket, data, 100 - 1, 0)"
"5709706499005718519","IDENTIFIER","recvResult"
"5709706499005718520","recv","recv(acceptSocket, data, 100 - 1, 0)"
"5709706499005718521","IDENTIFIER","acceptSocket"
"5709706499005718522","IDENTIFIER","data"
"5709706499005718523","<operator>.subtraction","100 - 1"
"5709706499005718524","LITERAL","100"
"5709706499005718525","LITERAL","1"
"5709706499005718526","LITERAL","0"
"5709706499005718527","CONTROL_STRUCTURE","if (recvResult == SOCKET_ERROR || recvResult == 0)"
"5709706499005718528","<operator>.logicalOr","recvResult == SOCKET_ERROR || recvResult == 0"
"5709706499005718529","<operator>.equals","recvResult == SOCKET_ERROR"
"5709706499005718530","IDENTIFIER","recvResult"
"5709706499005718531","IDENTIFIER","SOCKET_ERROR"
"5709706499005718532","<operator>.equals","recvResult == 0"
"5709706499005718533","IDENTIFIER","recvResult"
"5709706499005718534","LITERAL","0"
"5709706499005718535","BLOCK",""
"5709706499005718536","CONTROL_STRUCTURE","break;"
"5709706499005718537","<operator>.assignment","data[recvResult] = '\0'"
"5709706499005718538","<operator>.indirectIndexAccess","data[recvResult]"
"5709706499005718539","IDENTIFIER","data"
"5709706499005718540","IDENTIFIER","recvResult"
"5709706499005718541","LITERAL","'\0'"
"5709706499005718542","LITERAL","0"
"5709706499005718543","CONTROL_STRUCTURE","if (acceptSocket != INVALID_SOCKET)"
"5709706499005718544","<operator>.notEquals","acceptSocket != INVALID_SOCKET"
"5709706499005718545","IDENTIFIER","acceptSocket"
"5709706499005718546","IDENTIFIER","INVALID_SOCKET"
"5709706499005718547","BLOCK",""
"5709706499005718548","closesocket","closesocket(acceptSocket)"
"5709706499005718549","IDENTIFIER","acceptSocket"
"5709706499005718550","CONTROL_STRUCTURE","if (listenSocket != INVALID_SOCKET)"
"5709706499005718551","<operator>.notEquals","listenSocket != INVALID_SOCKET"
"5709706499005718552","IDENTIFIER","listenSocket"
"5709706499005718553","IDENTIFIER","INVALID_SOCKET"
"5709706499005718554","BLOCK",""
"5709706499005718555","closesocket","closesocket(listenSocket)"
"5709706499005718556","IDENTIFIER","listenSocket"
"5709706499005718557","CONTROL_STRUCTURE","if (wsaDataInit)"
"5709706499005718558","IDENTIFIER","wsaDataInit"
"5709706499005718559","BLOCK",""
"5709706499005718560","WSACleanup","WSACleanup()"
"5709706499005718561","funcPtr","funcPtr(data)"
"5709706499005718562","IDENTIFIER","data"
"5709706499005718563","METHOD_RETURN","void"
"439208192232132490","METHOD","goodG2B2"
"439208192232132491","BLOCK",""
"439208192232132492","LOCAL","data: char *"
"439208192232132493","LOCAL","dataBuffer: char [ 100 ]"
"439208192232132494","<operator>.assignment","dataBuffer[100] = \""\"""
"439208192232132495","IDENTIFIER","dataBuffer"
"439208192232132496","LITERAL","\""\"""
"439208192232132497","<operator>.assignment","data = dataBuffer"
"439208192232132498","IDENTIFIER","data"
"439208192232132499","IDENTIFIER","dataBuffer"
"439208192232132500","CONTROL_STRUCTURE","if(staticTrue)"
"439208192232132501","IDENTIFIER","staticTrue"
"439208192232132502","BLOCK",""
"439208192232132503","strcpy","strcpy(data, \""hostname\"")"
"439208192232132504","IDENTIFIER","data"
"439208192232132505","LITERAL","\""hostname\"""
"439208192232132506","CONTROL_STRUCTURE","if (!SetComputerNameA(data))"
"439208192232132507","<operator>.logicalNot","!SetComputerNameA(data)"
"439208192232132508","SetComputerNameA","SetComputerNameA(data)"
"439208192232132509","IDENTIFIER","data"
"439208192232132510","BLOCK",""
"439208192232132511","printLine","printLine(\""Failure setting computer name\"")"
"439208192232132512","LITERAL","\""Failure setting computer name\"""
"439208192232132513","exit","exit(1)"
"439208192232132514","LITERAL","1"
"439208192232132515","METHOD_RETURN","static void"
"5709706499005718568","METHOD","goodG2B"
"5709706499005718569","BLOCK",""
"5709706499005718570","LOCAL","data: char *"
"5709706499005718571","LOCAL","funcPtr: void ( * ) ( char * )"
"5709706499005718572","<operator>.assignment","(*funcPtr) (char *) = CWE15_External_Control_of_System_or_Configuration_Setting__w32_65b_goodG2BSink"
"5709706499005718573","IDENTIFIER","funcPtr"
"5709706499005718574","IDENTIFIER","CWE15_External_Control_of_System_or_Configuration_Setting__w32_65b_goodG2BSink"
"5709706499005718575","LOCAL","dataBuffer: char [ 100 ]"
"5709706499005718576","<operator>.assignment","dataBuffer[100] = \""\"""
"5709706499005718577","IDENTIFIER","dataBuffer"
"5709706499005718578","LITERAL","\""\"""
"5709706499005718579","<operator>.assignment","data = dataBuffer"
"5709706499005718580","IDENTIFIER","data"
"5709706499005718581","IDENTIFIER","dataBuffer"
"5709706499005718582","strcpy","strcpy(data, \""hostname\"")"
"5709706499005718583","IDENTIFIER","data"
"5709706499005718584","LITERAL","\""hostname\"""
"5709706499005718585","funcPtr","funcPtr(data)"
"5709706499005718586","IDENTIFIER","data"
"5709706499005718587","METHOD_RETURN","static void"
"5709706499005718588","METHOD","CWE15_External_Control_of_System_or_Configuration_Setting__w32_65_good"
"5709706499005718589","BLOCK",""
"5709706499005718590","goodG2B","goodG2B()"
"5709706499005718591","METHOD_RETURN","void"
"5709706499005718592","METHOD","main"
"5709706499005718593","PARAM","int argc"
"5709706499005718594","PARAM","char * argv[]"
"5709706499005718595","BLOCK",""
"5709706499005718596","srand","srand( (unsigned)time(NULL) )"
"5709706499005718597","<operator>.cast","(unsigned)time(NULL)"
"5709706499005718598","UNKNOWN","unsigned"
"5709706499005718599","time","time(NULL)"
"5709706499005718600","IDENTIFIER","NULL"
"5709706499005718601","printLine","printLine(\""Calling good()...\"")"
"5709706499005718602","LITERAL","\""Calling good()...\"""
"5709706499005718603","CWE15_External_Control_of_System_or_Configuration_Setting__w32_65_good","CWE15_External_Control_of_System_or_Configuration_Setting__w32_65_good()"
"5709706499005718604","printLine","printLine(\""Finished good()\"")"
"5709706499005718605","LITERAL","\""Finished good()\"""
"5709706499005718606","printLine","printLine(\""Calling bad()...\"")"
"5709706499005718607","LITERAL","\""Calling bad()...\"""
"5709706499005718608","CWE15_External_Control_of_System_or_Configuration_Setting__w32_65_bad","CWE15_External_Control_of_System_or_Configuration_Setting__w32_65_bad()"
"5709706499005718609","printLine","printLine(\""Finished bad()\"")"
"5709706499005718610","LITERAL","\""Finished bad()\"""
"5709706499005718611","RETURN","return 0;"
"5709706499005718612","LITERAL","0"
"5709706499005718613","METHOD_RETURN","int"
"5819508547063501437","METHOD","CWE15_External_Control_of_System_or_Configuration_Setting__w32_65b_badSink"
"5819508547063501438","PARAM","char * data"
"5819508547063501439","BLOCK",""
"5819508547063501440","CONTROL_STRUCTURE","if (!SetComputerNameA(data))"
"5819508547063501441","<operator>.logicalNot","!SetComputerNameA(data)"
"5819508547063501442","SetComputerNameA","SetComputerNameA(data)"
"5819508547063501443","IDENTIFIER","data"
"5819508547063501444","BLOCK",""
"5819508547063501445","printLine","printLine(\""Failure setting computer name\"")"
"5819508547063501446","LITERAL","\""Failure setting computer name\"""
"5819508547063501447","exit","exit(1)"
"5819508547063501448","LITERAL","1"
"5819508547063501449","METHOD_RETURN","void"
"5819508547063501450","METHOD","CWE15_External_Control_of_System_or_Configuration_Setting__w32_65b_goodG2BSink"
"5819508547063501451","PARAM","char * data"
"5819508547063501452","BLOCK",""
"5819508547063501453","CONTROL_STRUCTURE","if (!SetComputerNameA(data))"
"5819508547063501454","<operator>.logicalNot","!SetComputerNameA(data)"
"5819508547063501455","SetComputerNameA","SetComputerNameA(data)"
"5819508547063501456","IDENTIFIER","data"
"5819508547063501457","BLOCK",""
"5819508547063501458","printLine","printLine(\""Failure setting computer name\"")"
"5819508547063501459","LITERAL","\""Failure setting computer name\"""
"5819508547063501460","exit","exit(1)"
"5819508547063501461","LITERAL","1"
"5819508547063501462","METHOD_RETURN","void"
"5929310595121284490","METHOD","CWE15_External_Control_of_System_or_Configuration_Setting__w32_66_bad"
"5929310595121284491","BLOCK",""
"5929310595121284492","LOCAL","data: char *"
"5929310595121284493","LOCAL","dataArray: char * [ 5 ]"
"5929310595121284494","LOCAL","dataBuffer: char [ 100 ]"
"5929310595121284495","<operator>.assignment","dataBuffer[100] = \""\"""
"5929310595121284496","IDENTIFIER","dataBuffer"
"5929310595121284497","LITERAL","\""\"""
"5929310595121284498","<operator>.assignment","data = dataBuffer"
"5929310595121284499","IDENTIFIER","data"
"5929310595121284500","IDENTIFIER","dataBuffer"
"5929310595121284501","BLOCK",""
"5929310595121284502","LOCAL","wsaData: WSADATA"
"5929310595121284503","LOCAL","wsaDataInit: BOOL"
"5929310595121284504","<operator>.assignment","wsaDataInit = FALSE"
"5929310595121284505","IDENTIFIER","wsaDataInit"
"5929310595121284506","IDENTIFIER","FALSE"
"5929310595121284507","LOCAL","listenSocket: SOCKET"
"5929310595121284508","<operator>.assignment","listenSocket = INVALID_SOCKET"
"5929310595121284509","IDENTIFIER","listenSocket"
"5929310595121284510","IDENTIFIER","INVALID_SOCKET"
"5929310595121284511","LOCAL","acceptSocket: SOCKET"
"5929310595121284512","<operator>.assignment","acceptSocket = INVALID_SOCKET"
"5929310595121284513","IDENTIFIER","acceptSocket"
"5929310595121284514","IDENTIFIER","INVALID_SOCKET"
"5929310595121284515","LOCAL","service: struct sockaddr_in"
"5929310595121284516","LOCAL","recvResult: int"
"5929310595121284517","CONTROL_STRUCTURE","do"
"5929310595121284518","BLOCK",""
"5929310595121284519","CONTROL_STRUCTURE","if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)"
"5929310595121284520","<operator>.notEquals","WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR"
"5929310595121284521","WSAStartup","WSAStartup(MAKEWORD(2,2), &wsaData)"
"5929310595121284522","MAKEWORD","MAKEWORD(2,2)"
"5929310595121284523","LITERAL","2"
"5929310595121284524","LITERAL","2"
"5929310595121284525","<operator>.addressOf","&wsaData"
"5929310595121284526","IDENTIFIER","wsaData"
"5929310595121284527","IDENTIFIER","NO_ERROR"
"5929310595121284528","BLOCK",""
"5929310595121284529","CONTROL_STRUCTURE","break;"
"5929310595121284530","<operator>.assignment","wsaDataInit = 1"
"5929310595121284531","IDENTIFIER","wsaDataInit"
"5929310595121284532","LITERAL","1"
"5929310595121284533","<operator>.assignment","listenSocket = socket(PF_INET, SOCK_STREAM, 0)"
"5929310595121284534","IDENTIFIER","listenSocket"
"5929310595121284535","socket","socket(PF_INET, SOCK_STREAM, 0)"
"5929310595121284536","IDENTIFIER","PF_INET"
"5929310595121284537","IDENTIFIER","SOCK_STREAM"
"5929310595121284538","LITERAL","0"
"5929310595121284539","CONTROL_STRUCTURE","if (listenSocket == INVALID_SOCKET)"
"5929310595121284540","<operator>.equals","listenSocket == INVALID_SOCKET"
"5929310595121284541","IDENTIFIER","listenSocket"
"5929310595121284542","IDENTIFIER","INVALID_SOCKET"
"5929310595121284543","BLOCK",""
"5929310595121284544","CONTROL_STRUCTURE","break;"
"5929310595121284545","memset","memset(&service, 0, sizeof(service))"
"5929310595121284546","<operator>.addressOf","&service"
"5929310595121284547","IDENTIFIER","service"
"5929310595121284548","LITERAL","0"
"5929310595121284549","<operator>.sizeOf","sizeof(service)"
"5929310595121284550","IDENTIFIER","service"
"5929310595121284551","<operator>.assignment","service.sin_family = AF_INET"
"5929310595121284552","<operator>.fieldAccess","service.sin_family"
"5929310595121284553","IDENTIFIER","service"
"5929310595121284554","FIELD_IDENTIFIER","sin_family"
"5929310595121284555","IDENTIFIER","AF_INET"
"5929310595121284556","<operator>.assignment","service.sin_addr.s_addr = INADDR_ANY"
"5929310595121284557","<operator>.fieldAccess","service.sin_addr.s_addr"
"5929310595121284558","<operator>.fieldAccess","service.sin_addr"
